V8,V9,V10,condition,ppnr,Q1.2,Q1.3,Q95,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.5,Q1.6_1,Q1.6_2,Q1.6_3,Q1.6_4,Q2.1,Q2.2,Q2.3,Q97,mood_1,stai1_1,stai1_2,stai1_3,stai1_4,stai1_5,stai1_6,stai1_7,stai2_1,stai2_2,stai2_3,stai2_4,stai2_5,stai2_6,stai2_7,stai3_1,stai3_2,stai3_3,stai3_4,stai3_5,stai3_6,gender,age,Q19.7,Q118,Q105,D1dog,D2wallet,D3plane,D4resume,D5kitten,D6trolley,D7control,Q120,Q113,Q19.11,Q98,Q101,Q114_1,Q114_2,Q114_3,Q114_4,presBefore,presEva_1,presEva_2,presEva_3,presEva_4,presEva_5,VervLeuk_1,VervLeuk_2,challenge_1,moodPost_1,stai1post_1,stai1post_2,stai1post_3,stai1post_4,stai1post_5,stai1post_6,stai1post_7,stai2post_1,stai2post_2,stai2post_3,stai2post_4,stai2post_5,stai2post_6,stai2post_7,stai3post_1,stai3post_2,stai3post_3,stai3post_4,stai3post_5,stai3post_6,Q117,pbc_1,pbc_2,pbc_3,pbc_4,pbc_5,Q117.0,rei1,rei2,rei3,rei4,rei5,rei6,rei7,rei8,rei9,rei10,rei11,rei12,rei13,rei14,rei15,rei16,rei17,rei18,rei19,rei20,rei21,rei22,rei23,rei24,rei25,rei26,rei27,rei28,rei29,rei30,rei31,rei32,rei33,rei34,rei35,rei36,rei37,rei38,rei39,rei40,Maia1_1,Maia1_2,Maia1_3,Maia1_4,Maia1_5,Maia1_6,Maia1_7,Maia1_8,Maia1_9,Maia1_10,Maia1_11,Maia1_12,Maia1_13,Maia1_14,Maia1_15,Maia1_16,Maia2_1,Maia2_2,Maia2_3,Maia2_4,Maia2_5,Maia2_6,Maia2_7,Maia2_8,Maia2_9,Maia2_10,Maia2_11,Maia2_12,Maia2_13,Maia2_14,Maia2_15,Maia2_16,Q19.12
11/5/2014,11/5/2014,1,2,87,1,NA,NA,NA,NA,NA,NA,1,8.511,8.511,180.997,1,NA,1,1,1,79,2,4,2,2,3,1,1,3,1,3,3,2,1,1,2,3,2,1,2,3,2,19,1,NA,1,9,6,7,6,8,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,1,2,4,4,3,4,4,3,4,3,5,3,4,3,1,3,2,3,3,2,2,2,2,5,5,2,3,4,2,2,2,4,2,4,3,2,3,2,3,2,4,4,5,3,4,5,4,5,3,3,5,3,3,3,3,4,3,3,4,4,5,5,5,4,3,3,3,4,3,5,5,5,5,1
11/5/2014,11/5/2014,1,1,92,1,1,1,0,0,180.978,0,NA,NA,NA,NA,NA,1,NA,1,1,75,3,3,2,1,3,1,4,2,2,3,3,1,1,4,2,2,3,3,2,2,2,20,1,1,1,1,9,7,6,8,5,5,1,1,1,pres,1,0,0,217.796,0,2,NA,NA,NA,NA,1,18,86,49,82,3,3,2,1,3,1,4,2,1,2,3,1,1,4,2,2,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,95,1,1,1,0,0,181.009,0,NA,NA,NA,NA,NA,1,NA,1,1,39,1,2,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,22,1,1,1,9,8,7,8,8,3,7,1,1,1,pres,1,0,0,98.962,0,2,NA,NA,NA,1,NA,79,40,68,56,2,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,90,1,NA,NA,NA,NA,NA,NA,1,10.825,111.008,180.996,8,NA,1,1,1,81,3,3,2,1,3,2,2,3,2,3,3,2,2,1,3,3,2,2,3,3,2,22,1,NA,1,9,9,7,9,9,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,1,1,3,2,2,4,3,2,4,2,4,2,4,4,1,2,3,4,3,2,3,2,4,3,2,3,4,4,3,2,4,4,4,3,4,3,3,2,3,2,2,5,5,4,5,2,4,4,5,2,5,5,5,4,3,4,3,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,1
11/5/2014,11/5/2014,1,1,93,1,1,1,0,0,180.98,0,NA,NA,NA,NA,NA,1,NA,1,1,47,2,2,2,2,2,2,1,2,2,2,3,2,2,3,3,2,1,2,2,2,2,24,1,1,1,2,9,4,9,9,2,3,1,1,1,pres,1,0,0,173.345,0,2,NA,NA,NA,NA,1,3,100,100,100,3,3,3,1,3,1,1,4,1,3,3,1,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,91,1,NA,NA,NA,NA,NA,NA,1,7.843,168.319,181.003,3,NA,1,1,1,62,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,3,3,2,2,2,2,18,1,NA,1,4,6,3,7,3,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,1,1,3,3,2,4,4,2,3,4,3,1,4,4,2,2,2,3,1,3,2,2,3,4,4,3,2,4,3,2,4,3,2,3,3,4,3,2,3,4,2,2,5,2,5,3,2,3,5,5,1,4,2,3,3,2,2,3,5,4,5,5,5,3,5,5,4,4,2,3,4,5,5,1
11/5/2014,11/5/2014,1,2,94,1,NA,NA,NA,NA,NA,NA,1,7.663,141.11,181.009,4,NA,1,1,1,66,3,3,2,2,2,1,2,2,1,3,3,2,2,1,3,2,2,1,2,3,1,18,1,NA,1,9,7,5,3,8,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,1,2,2,2,4,3,4,4,3,2,2,2,5,2,4,3,4,4,3,1,4,2,5,4,2,2,4,2,4,2,3,4,2,4,4,3,2,4,3,4,4,5,5,6,2,3,4,5,2,3,5,5,3,5,3,5,3,5,4,5,6,4,6,2,3,4,4,5,2,5,5,5,5,1
11/5/2014,11/5/2014,1,1,96,1,1,1,0,0,180.971,0,NA,NA,NA,NA,NA,1,NA,1,1,80,2,3,4,3,2,1,2,2,2,3,1,3,3,2,2,2,3,3,2,3,2,19,1,1,1,2,9,4,7,2,1,3,1,1,1,pres,1,0,0,128.316,0,2,NA,NA,1,NA,NA,92,59,81,69,3,3,3,2,2,1,1,3,2,3,2,3,2,1,2,2,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,98,1,NA,NA,NA,NA,NA,NA,1,1.552,10.031,180.967,2,NA,1,1,1,81,4,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,2,18,1,NA,1,8,9,6,7,6,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,1,4,4,3,3,4,4,4,4,3,4,3,4,4,2,4,2,3,2,3,2,2,2,4,2,4,2,4,1,3,4,4,2,4,4,2,2,2,3,3,4,5,5,5,5,2,3,4,2,2,2,5,5,5,2,4,4,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,1
11/5/2014,11/5/2014,1,1,97,1,1,1,0,0,180.971,0,NA,NA,NA,NA,NA,1,NA,1,1,43,1,3,2,2,2,1,2,3,2,2,2,3,3,1,2,3,2,1,3,2,2,18,1,1,1,7,9,8,7,3,5,4,1,1,1,pres,1,0,0,156.884,0,2,NA,NA,NA,1,NA,47,67,68,74,3,3,1,2,3,1,1,3,1,3,3,1,1,1,2,3,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,106,1,NA,NA,NA,NA,NA,NA,1,55.885,55.885,180.988,1,NA,1,1,1,83,3,3,1,1,4,1,1,3,1,3,3,1,1,1,4,4,1,1,3,3,2,19,1,NA,1,9,5,7,3,9,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,5,1,2,5,4,2,4,5,2,4,4,4,3,4,4,2,3,2,4,1,4,2,1,2,4,5,4,2,4,2,2,4,2,4,4,4,4,2,2,4,4,3,5,5,5,5,5,6,5,2,5,5,5,5,5,4,2,5,3,6,6,5,5,5,3,5,5,5,3,5,5,3,3,3,1
11/5/2014,11/5/2014,1,1,100,1,1,1,0,0,180.998,0,NA,NA,NA,NA,NA,1,NA,1,1,69,3,3,1,3,4,1,1,4,1,3,4,1,1,3,3,3,1,1,3,4,2,22,1,1,1,9,8,9,9,7,5,9,1,1,1,pres,1,0,0,223.94,0,2,NA,NA,NA,1,NA,87,26,59,78,4,4,1,2,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,99,1,1,1,0,0,180.97,0,NA,NA,NA,NA,NA,1,NA,1,1,20,2,4,2,2,2,3,3,1,1,2,2,3,3,2,1,2,3,2,1,2,2,18,1,1,1,8,9,9,6,9,2,7,1,1,1,pres,1,0,0,110.343,0,2,NA,NA,NA,1,NA,87,25,89,28,3,4,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,102,1,1,1,0,0,181.005,0,NA,NA,NA,NA,NA,1,NA,1,1,24,2,3,3,2,2,1,3,1,2,2,2,3,3,2,1,2,3,1,2,2,2,18,1,1,1,6,7,6,7,4,4,7,1,1,1,pres,1,0,0,132.702,0,2,NA,NA,1,1,NA,75,15,62,39,3,3,2,2,3,1,2,3,2,3,3,1,1,1,3,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,105,1,NA,NA,NA,NA,NA,NA,1,6.54,137.186,180.966,2,NA,1,1,1,93,4,4,1,1,3,1,1,4,1,4,4,1,1,2,4,4,1,2,4,4,2,21,1,NA,1,9,4,8,4,8,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,3,1,1,4,4,2,4,4,2,4,4,4,1,4,2,3,1,3,1,2,3,2,1,2,5,2,3,2,4,2,1,3,3,2,4,3,2,3,1,2,2,2,4,5,4,5,4,4,3,4,3,5,4,3,5,4,5,3,4,4,3,4,5,5,3,4,5,3,4,3,4,6,5,5,1
11/5/2014,11/5/2014,1,2,104,1,NA,NA,NA,NA,NA,NA,1,12.872,172.857,180.996,5,NA,1,1,1,52,4,3,2,1,3,1,1,2,1,2,3,1,1,2,3,3,1,2,2,3,2,19,1,NA,1,6,8,9,8,8,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,1,2,3,4,2,4,3,2,4,4,3,2,4,3,2,2,3,3,2,3,3,2,4,4,3,3,3,4,3,2,4,3,3,3,4,3,3,2,3,3,2,2,5,3,4,5,5,5,4,4,3,3,3,3,3,3,2,3,4,3,4,4,3,3,2,2,2,2,2,2,4,3,3,1
11/5/2014,11/5/2014,1,2,101,1,NA,NA,NA,NA,NA,NA,1,2.418,65.35,180.99,4,NA,1,1,1,60,3,4,1,1,4,1,2,1,1,3,3,1,1,1,4,4,1,1,3,3,2,19,1,NA,1,9,5,6,7,7,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,1,1,4,4,3,4,4,4,4,4,3,1,4,4,4,3,2,4,3,4,3,2,3,4,1,1,3,4,2,2,2,4,4,3,2,2,3,3,4,2,2,6,5,5,4,6,5,4,3,5,6,5,5,5,5,5,4,5,5,5,5,5,5,2,5,4,5,5,3,5,4,5,5,1
11/5/2014,11/5/2014,1,1,103,1,1,1,0,0,180.999,0,NA,NA,NA,NA,NA,1,NA,1,1,46,3,3,2,2,3,1,1,3,1,3,2,1,1,2,1,3,2,2,2,3,2,20,1,1,1,9,7,8,7,8,2,8,1,1,1,pres,1,0,0,149.694,0,2,NA,NA,NA,1,NA,65,29,57,58,2,3,2,2,2,1,1,3,1,2,3,2,2,1,1,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,107,1,1,1,0,0,181.007,0,NA,NA,NA,NA,NA,1,NA,1,1,67,2,3,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,1,31,1,1,1,9,9,9,6,9,5,9,1,1,1,pres,1,0,0,424.281,0,1,NA,1,NA,NA,NA,24,83,100,99,3,3,2,1,3,1,2,1,1,2,3,1,1,1,3,3,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,111,1,NA,NA,NA,NA,NA,NA,1,2.143,98.038,180.996,2,NA,1,1,1,48,3,3,1,3,3,1,1,3,1,3,3,2,2,1,3,3,1,1,3,3,2,20,1,NA,1,9,9,8,6,9,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,1,4,2,3,4,4,4,4,3,4,4,2,1,2,3,3,2,3,4,4,3,3,3,3,2,3,3,2,3,2,4,3,2,3,2,4,NA,3,2,3,3,5,5,5,5,2,4,4,2,2,2,3,3,5,5,5,5,4,4,3,4,4,3,4,4,3,3,4,3,4,3,3,4,1
11/5/2014,11/5/2014,1,2,112,1,NA,NA,NA,NA,NA,NA,1,1.684,1.684,180.967,1,NA,1,1,1,34,2,2,3,4,2,2,1,2,1,2,2,2,1,3,1,1,3,3,1,2,1,20,1,NA,1,1,9,1,1,9,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,5,1,1,4,4,1,5,4,1,1,3,2,1,3,1,1,1,2,5,4,5,1,1,2,5,5,3,4,5,2,3,4,5,5,4,4,2,1,5,5,3,1,5,3,3,5,5,5,6,1,1,5,6,6,6,6,6,6,5,5,5,5,5,5,6,4,6,6,4,4,3,1,2,2,1
11/5/2014,11/5/2014,1,1,109,1,1,1,0,0,180.97,0,NA,NA,NA,NA,NA,1,NA,1,1,22,1,2,4,4,2,3,2,2,2,1,1,4,4,3,1,2,3,3,1,2,2,18,1,1,1,8,9,9,7,9,4,7,1,1,1,pres,1,0,0,140.808,0,2,NA,1,NA,NA,NA,88,12,78,69,3,3,1,1,3,1,1,2,1,3,3,1,1,1,4,3,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,110,1,1,1,0,0,180.968,0,NA,NA,NA,NA,NA,1,NA,1,1,44,2,2,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,19,1,1,1,9,7,5,6,8,4,2,1,1,1,pres,1,0,0,117.907,0,2,NA,NA,NA,1,NA,76,76,91,72,3,3,2,2,3,1,1,3,1,3,3,2,1,1,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,108,1,NA,NA,NA,NA,NA,NA,1,12.742,12.742,180.998,1,NA,1,1,1,65,4,3,1,1,2,1,2,2,1,3,3,1,1,2,2,2,2,1,2,2,1,19,1,NA,1,6,8,3,7,8,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,4,1,1,3,2,2,4,3,2,3,4,3,1,1,3,2,1,3,3,3,3,4,1,5,4,2,4,3,5,4,2,4,2,4,4,4,3,2,3,4,3,2,2,4,2,5,3,6,4,1,2,5,6,5,5,5,5,5,5,4,2,4,4,5,5,3,5,3,3,2,2,4,4,4,1
11/5/2014,11/5/2014,1,2,113,1,NA,NA,NA,NA,NA,NA,1,1.296,1.296,181,1,NA,1,1,1,37,3,3,1,3,2,1,1,1,1,2,3,1,1,1,3,2,1,1,2,3,2,22,1,NA,1,6,1,5,6,6,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,5,4,1,3,5,4,2,4,5,3,4,4,4,2,3,5,1,3,2,4,1,4,1,3,3,5,2,3,2,3,3,2,3,4,4,2,4,1,4,1,4,4,2,5,5,5,4,3,4,3,3,4,5,4,5,5,3,5,2,5,6,4,6,4,5,3,5,4,5,2,3,4,4,5,4,1
11/5/2014,11/5/2014,1,1,115,1,1,1,0,0,180.967,0,NA,NA,NA,NA,NA,1,NA,1,1,78,3,3,2,1,3,1,1,2,1,3,3,2,2,1,2,3,1,1,2,2,1,24,1,1,1,1,6,5,8,5,3,7,1,1,1,pres,1,0,0,112.01,0,2,NA,NA,NA,1,1,18,76,75,79,3,3,2,1,2,1,1,2,1,2,2,2,1,1,2,3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,2,116,1,NA,NA,NA,NA,NA,NA,1,1.075,171.779,180.99,8,NA,1,1,1,53,4,4,1,1,3,2,1,2,1,3,3,1,1,1,4,4,2,1,4,3,1,18,1,NA,1,9,8,3,9,9,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,2,1,1,3,3,2,5,4,1,3,4,3,2,4,4,3,1,4,4,2,4,3,2,4,5,2,2,5,5,5,3,5,2,3,3,4,3,3,1,5,3,2,4,4,5,5,3,3,5,1,1,3,2,2,4,4,4,5,4,5,6,6,4,6,3,4,4,3,5,5,3,6,6,6,1
11/5/2014,11/5/2014,1,2,117,1,NA,NA,NA,NA,NA,NA,1,8.74,8.74,180.966,1,NA,1,1,1,61,3,3,2,1,3,2,2,3,1,3,3,2,2,1,3,3,2,2,3,3,1,22,1,NA,1,7,5,6,7,9,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,2,3,3,2,4,3,2,3,3,4,2,4,3,2,2,2,4,3,3,2,2,2,4,2,3,3,2,2,2,4,3,4,3,4,3,3,2,4,3,2,3,4,5,3,4,4,5,3,3,4,2,3,4,3,3,4,5,4,4,4,5,4,4,4,4,3,4,3,4,5,5,4,1
11/5/2014,11/5/2014,1,1,114,1,1,1,0,0,181.01,0,NA,NA,NA,NA,NA,1,NA,1,1,53,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,3,2,2,19,1,1,1,6,8,7,7,8,5,6,1,1,1,pres,1,0,0,163.083,0,2,NA,NA,1,1,NA,50,25,54,42,2,2,3,2,2,1,2,2,2,2,2,3,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2014,11/5/2014,1,1,118,1,1,1,0,0,180.996,0,NA,NA,NA,NA,NA,1,NA,1,1,72,4,3,1,1,3,1,2,1,1,2,3,1,1,1,3,2,1,2,2,3,1,19,1,1,1,4,2,1,2,8,3,7,1,1,1,pres,1,0,0,119.854,0,2,NA,NA,NA,1,NA,1,74,32,72,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
